scenario_provider,scenario,stringency_old,stringency_fixed
AIM/CGE 2.2,EN_INDCi2030_1000f,UNKNOWN,C4
AIM/CGE 2.2,EN_INDCi2030_1200,UNKNOWN,C5
AIM/CGE 2.2,EN_INDCi2030_1200f,UNKNOWN,C5
AIM/CGE 2.2,EN_INDCi2030_1400,UNKNOWN,C6
AIM/CGE 2.2,EN_INDCi2030_1400f,UNKNOWN,C6
AIM/CGE 2.2,EN_INDCi2030_1600,UNKNOWN,C7
AIM/CGE 2.2,EN_INDCi2030_1600f,UNKNOWN,C7
AIM/CGE 2.2,EN_INDCi2030_1800,UNKNOWN,C8
AIM/CGE 2.2,EN_INDCi2030_1800f,UNKNOWN,C8
AIM/CGE 2.2,EN_INDCi2030_800f,UNKNOWN,C3
AIM/CGE 2.2,EN_INDCi2030_900f,UNKNOWN,C4
AIM/CGE 2.2,EN_INDCi2100,UNKNOWN,UNKNOWN
AIM/CGE 2.2,EN_NPi2020_1000,UNKNOWN,C4
AIM/CGE 2.2,EN_NPi2020_1000f,UNKNOWN,C4
AIM/CGE 2.2,EN_NPi2020_1200,UNKNOWN,C5
AIM/CGE 2.2,EN_NPi2020_1200f,UNKNOWN,C5
AIM/CGE 2.2,EN_NPi2020_1400,UNKNOWN,C6
AIM/CGE 2.2,EN_NPi2020_1400f,UNKNOWN,C6
AIM/CGE 2.2,EN_NPi2020_1600,UNKNOWN,C7
AIM/CGE 2.2,EN_NPi2020_1600f,UNKNOWN,C7
AIM/CGE 2.2,EN_NPi2020_1800,UNKNOWN,C8
AIM/CGE 2.2,EN_NPi2020_1800f,UNKNOWN,C8
AIM/CGE 2.2,EN_NPi2020_300f,UNKNOWN,C1
AIM/CGE 2.2,EN_NPi2020_400f,UNKNOWN,C1
AIM/CGE 2.2,EN_NPi2020_500f,UNKNOWN,C2
AIM/CGE 2.2,EN_NPi2020_600,UNKNOWN,C2
AIM/CGE 2.2,EN_NPi2020_600f,UNKNOWN,C2
AIM/CGE 2.2,EN_NPi2020_700,UNKNOWN,C3
AIM/CGE 2.2,EN_NPi2020_700f,UNKNOWN,C3
AIM/CGE 2.2,EN_NPi2020_800,UNKNOWN,C3
AIM/CGE 2.2,EN_NPi2020_800f,UNKNOWN,C3
AIM/CGE 2.2,EN_NPi2020_900,UNKNOWN,C4
AIM/CGE 2.2,EN_NPi2020_900f,UNKNOWN,C4
AIM/CGE 2.2,EN_NPi2100,UNKNOWN,C8
AIM/CGE-Korea 2.1,CO_2Deg2020,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_2Deg2030,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_BAU,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_Bridge,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_CurPol,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_GPP,UNKNOWN,UNKNOWN
AIM/CGE-Korea 2.1,CO_NDCMCS,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-1002050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-502050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-602050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-702050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-802050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_2025_-902050,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_BL,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_CurPol,UNKNOWN,UNKNOWN
AIM/Enduse-Japan 2.1,EN_NP_UNDC,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-1002050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-302050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-402050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-502050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-602050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-702050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-802050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_2025_-902050,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_CurPol,UNKNOWN,UNKNOWN
AIM/Hub-Japan 2.1,EN_NP_UNDC,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-1002050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-302050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-402050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-502050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-602050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-702050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-802050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_2025_-902050,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_CurPol,UNKNOWN,UNKNOWN
AIM/Hub-Korea 2.0,EN_NP_UNDC,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_2Deg2020,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_2Deg2030,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_BAU,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_Bridge,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_CurPol,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_GPP,UNKNOWN,UNKNOWN
COFFEE 1.1,CO_NDCplus,UNKNOWN,UNKNOWN
COFFEE 1.1,EN_INDCi2030_1000,UNKNOWN,C4
COFFEE 1.1,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
COFFEE 1.1,EN_INDCi2030_1000f,UNKNOWN,C4
COFFEE 1.1,EN_INDCi2030_1200,UNKNOWN,C5
COFFEE 1.1,EN_INDCi2030_1200f,UNKNOWN,C5
COFFEE 1.1,EN_INDCi2030_1400,UNKNOWN,C6
COFFEE 1.1,EN_INDCi2030_1400f,UNKNOWN,C6
COFFEE 1.1,EN_INDCi2030_1600,UNKNOWN,C7
COFFEE 1.1,EN_INDCi2030_1600f,UNKNOWN,C7
COFFEE 1.1,EN_INDCi2030_1800,UNKNOWN,C8
COFFEE 1.1,EN_INDCi2030_1800f,UNKNOWN,C8
COFFEE 1.1,EN_INDCi2030_2000,UNKNOWN,C8
COFFEE 1.1,EN_INDCi2030_2000f,UNKNOWN,C8
COFFEE 1.1,EN_INDCi2030_2500,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_2500f,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_400f,UNKNOWN,C1
COFFEE 1.1,EN_INDCi2030_500,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_500f,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_600,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_600_NDCp,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_600f,UNKNOWN,C2
COFFEE 1.1,EN_INDCi2030_700,UNKNOWN,C3
COFFEE 1.1,EN_INDCi2030_700f,UNKNOWN,C3
COFFEE 1.1,EN_INDCi2030_800,UNKNOWN,C3
COFFEE 1.1,EN_INDCi2030_800f,UNKNOWN,C3
COFFEE 1.1,EN_INDCi2030_900,UNKNOWN,C4
COFFEE 1.1,EN_INDCi2030_900f,UNKNOWN,C4
COFFEE 1.1,EN_INDCi2100,UNKNOWN,UNKNOWN
COFFEE 1.1,EN_INDCi2100_COV_NDCp,UNKNOWN,UNKNOWN
COFFEE 1.1,EN_NPi2020_1000,UNKNOWN,C4
COFFEE 1.1,EN_NPi2020_1000f,UNKNOWN,C4
COFFEE 1.1,EN_NPi2020_1200,UNKNOWN,C5
COFFEE 1.1,EN_NPi2020_1200f,UNKNOWN,C5
COFFEE 1.1,EN_NPi2020_1400,UNKNOWN,C6
COFFEE 1.1,EN_NPi2020_1400f,UNKNOWN,C6
COFFEE 1.1,EN_NPi2020_1600,UNKNOWN,C7
COFFEE 1.1,EN_NPi2020_1600f,UNKNOWN,C7
COFFEE 1.1,EN_NPi2020_1800,UNKNOWN,C8
COFFEE 1.1,EN_NPi2020_1800f,UNKNOWN,C8
COFFEE 1.1,EN_NPi2020_2000,UNKNOWN,C8
COFFEE 1.1,EN_NPi2020_2000f,UNKNOWN,C8
COFFEE 1.1,EN_NPi2020_2500,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_2500f,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_400,UNKNOWN,C1
COFFEE 1.1,EN_NPi2020_400_lowBECCS,UNKNOWN,C1
COFFEE 1.1,EN_NPi2020_400f,UNKNOWN,C1
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,UNKNOWN,C1
COFFEE 1.1,EN_NPi2020_500,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_500f,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_600,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_600f,UNKNOWN,C2
COFFEE 1.1,EN_NPi2020_700,UNKNOWN,C3
COFFEE 1.1,EN_NPi2020_700f,UNKNOWN,C3
COFFEE 1.1,EN_NPi2020_800,UNKNOWN,C3
COFFEE 1.1,EN_NPi2020_800f,UNKNOWN,C3
COFFEE 1.1,EN_NPi2020_900,UNKNOWN,C4
COFFEE 1.1,EN_NPi2020_900f,UNKNOWN,C4
COFFEE 1.1,EN_NPi2100,UNKNOWN,C8
EPPA 6,2CNow_Gradual,UNKNOWN,UNKNOWN
EPPA 6,Paris1.5C_OptTax,UNKNOWN,UNKNOWN
EPPA 6,Paris2C_Gradual,UNKNOWN,UNKNOWN
EPPA 6,Paris2C_OptTax,UNKNOWN,UNKNOWN
EPPA 6,ParisFlat,UNKNOWN,UNKNOWN
EPPA 6,ParisForever,UNKNOWN,UNKNOWN
EPPA 6,Ref,UNKNOWN,UNKNOWN
GCAM 5.2,"NGFS1_Current policies (Hot house world, Rep)",UNKNOWN,UNKNOWN
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Below 2°C,UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Current Policies,UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Delayed Transition,UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Divergent Net Zero Policies,UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),UNKNOWN,UNKNOWN
GCAM 5.3,NGFS2_Net-Zero 2050,UNKNOWN,UNKNOWN
GCAM 5.3,R_BAU,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_30_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_35_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_35_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_40_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_40_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_45_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_45_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_50_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_50_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_55_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_55_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_60_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_60_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_65_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_65_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_70_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_70_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_75_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_75_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_80_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_80_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_85_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_85_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_90_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_90_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_95_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_95_n8,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_99_n0,UNKNOWN,UNKNOWN
GCAM 5.3,R_MAC_99_n8,UNKNOWN,UNKNOWN
GCAM 5.3,SSP_SSP2,UNKNOWN,UNKNOWN
GCAM 5.3,SSP_SSP3,UNKNOWN,UNKNOWN
GCAM 5.3,SSP_SSP4,UNKNOWN,UNKNOWN
GCAM 5.3,SSP_SSP5,UNKNOWN,UNKNOWN
GCAM-PR 5.3,PR_CP_PriceOnly,UNKNOWN,UNKNOWN
GCAM-PR 5.3,PR_NDC_PriceOnly,UNKNOWN,UNKNOWN
GCAM-PR 5.3,PR_baseline,UNKNOWN,UNKNOWN
GEM-E3_V2021,EN_INDCi2030_1000,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000_COV,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000f,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000f_COV,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,UNKNOWN,C4
GEM-E3_V2021,EN_INDCi2030_1400,UNKNOWN,C6
GEM-E3_V2021,EN_INDCi2030_1400f,UNKNOWN,C6
GEM-E3_V2021,EN_INDCi2030_1800,UNKNOWN,C8
GEM-E3_V2021,EN_INDCi2030_1800f,UNKNOWN,C8
GEM-E3_V2021,EN_INDCi2030_600f,UNKNOWN,C2
GEM-E3_V2021,EN_INDCi2030_600f_COV,UNKNOWN,C2
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,UNKNOWN,C2
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,UNKNOWN,C2
GEM-E3_V2021,EN_INDCi2030_800,UNKNOWN,C3
GEM-E3_V2021,EN_INDCi2030_800f,UNKNOWN,C3
GEM-E3_V2021,EN_INDCi2100,UNKNOWN,UNKNOWN
GEM-E3_V2021,EN_INDCi2100_COV,UNKNOWN,UNKNOWN
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,UNKNOWN,UNKNOWN
GEM-E3_V2021,EN_INDCi2100_NDCp,UNKNOWN,UNKNOWN
GEM-E3_V2021,EN_NPi2020_1000,UNKNOWN,C4
GEM-E3_V2021,EN_NPi2020_1000_COV,UNKNOWN,C4
GEM-E3_V2021,EN_NPi2020_1000f,UNKNOWN,C4
GEM-E3_V2021,EN_NPi2020_1000f_COV,UNKNOWN,C4
GEM-E3_V2021,EN_NPi2020_1400,UNKNOWN,C6
GEM-E3_V2021,EN_NPi2020_1400f,UNKNOWN,C6
GEM-E3_V2021,EN_NPi2020_1800,UNKNOWN,C8
GEM-E3_V2021,EN_NPi2020_1800f,UNKNOWN,C8
GEM-E3_V2021,EN_NPi2020_400f,UNKNOWN,C1
GEM-E3_V2021,EN_NPi2020_500,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_500f,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_600,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_600_COV,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_600f,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_600f_COV,UNKNOWN,C2
GEM-E3_V2021,EN_NPi2020_800,UNKNOWN,C3
GEM-E3_V2021,EN_NPi2020_800f,UNKNOWN,C3
GEM-E3_V2021,EN_NPi2100,UNKNOWN,C8
GEM-E3_V2021,EN_NPi2100_COV,UNKNOWN,C8
IMACLIM 1.1,ADVANCE_2020_1.5C-2100_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_2020_Med2C_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_2020_WB2C_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_Med2C_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_Price1.5C_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_2030_WB2C_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_INDC_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_NoPolicy_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,ADVANCE_Reference_WP6,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_RCP34_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_RCP34_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_RCP45_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP1_RCP45_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_111,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_112,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_121,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_211,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP26_Transp_222,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_111,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_112,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_121,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_211,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP34_Transp_222,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_TranspBase,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_TranspOpt,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_111,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_112,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_121,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_211,UNKNOWN,UNKNOWN
IMACLIM 1.1,SSP3_RCP45_Transp_222,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandHigh_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilHigh_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,base_DemandLow_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandHigh_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilHigh_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2016_DemandLow_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandHigh_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilHigh_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2020_DemandLow_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandHigh_FossilLow_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechHigh,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilHigh_TechLow,UNKNOWN,UNKNOWN
IMACLIM 1.1,peak2025_DemandLow_FossilLow_TechHigh,UNKNOWN,UNKNOWN
IMACLIM-NLU 1.0,EMF33_tax_hi_none,UNKNOWN,UNKNOWN
IMACLIM-NLU 1.0,EMF33_tax_lo_none,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_2Deg2020,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_2Deg2030,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_BAU,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_Bridge,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_CurPol,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_GPP,UNKNOWN,UNKNOWN
IMAGE 3.0,CO_NDCplus,UNKNOWN,UNKNOWN
IMAGE 3.0,EN_INDCi2030_1000,UNKNOWN,C4
IMAGE 3.0,EN_INDCi2030_1000f,UNKNOWN,C4
IMAGE 3.0,EN_INDCi2030_1200,UNKNOWN,C5
IMAGE 3.0,EN_INDCi2030_1200f,UNKNOWN,C5
IMAGE 3.0,EN_INDCi2030_1400,UNKNOWN,C6
IMAGE 3.0,EN_INDCi2030_1400f,UNKNOWN,C6
IMAGE 3.0,EN_INDCi2030_3000,UNKNOWN,C1
IMAGE 3.0,EN_INDCi2030_3000f,UNKNOWN,C1
IMAGE 3.0,EN_INDCi2030_800f,UNKNOWN,C3
IMAGE 3.0,EN_INDCi2100,UNKNOWN,UNKNOWN
IMAGE 3.0,EN_NPi2020_1000,UNKNOWN,C4
IMAGE 3.0,EN_NPi2020_1000f,UNKNOWN,C4
IMAGE 3.0,EN_NPi2020_1200,UNKNOWN,C5
IMAGE 3.0,EN_NPi2020_1200f,UNKNOWN,C5
IMAGE 3.0,EN_NPi2020_1400,UNKNOWN,C6
IMAGE 3.0,EN_NPi2020_1400f,UNKNOWN,C6
IMAGE 3.0,EN_NPi2020_3000,UNKNOWN,C1
IMAGE 3.0,EN_NPi2020_3000f,UNKNOWN,C1
IMAGE 3.0,EN_NPi2020_600f,UNKNOWN,C2
IMAGE 3.0,EN_NPi2020_800,UNKNOWN,C3
IMAGE 3.0,EN_NPi2020_800f,UNKNOWN,C3
IMAGE 3.0,EN_NPi2100,UNKNOWN,C8
IMAGE 3.0,EN_NoPolicy,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1-baseline,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_D_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_19I_RE_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_26I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_26I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_26I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_26I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_34I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_34I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_34I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP1_SPA1_34I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2-baseline,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA0_26I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA1_19I_D_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA1_19I_RE_LB,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_19I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_19I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_19I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_19I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_26I_D,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_26I_LI,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_26I_LIRE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_26I_RE,UNKNOWN,UNKNOWN
IMAGE 3.2,SSP2_SPA2_34I_D,UNKNOWN,UNKNOWN
